id,gvkey,conm,year,cdp_target_reference,cdp_targetscope,cdp_targetscope_percent,cdp_targetamount,cdp_baseyear,cdp_baseyearemission,cdp_targetyear,cdp_sbt,cdp_targetdetail,cdp_timeprogress,cdp_targetprogress,cdp_startyear,cdp_targetstatus,cdp_targetduration,cdp_targettype,cdp_targetintensityunit,dupcase
5052,004093,DUKE ENERGY CORP,2022,Abs 1,Scope 1,100,50,2005,138800000,2030,"No, and we do not anticipate setting one in the next 2 years","Duke Energy's current plan to achieve at least a 50% reduction in our Scope 1 CO2 emissions from electricity generation by 2030 is consistent with the goals of the Paris Agreement.  See our 2020 Climate Report for more details. Duke Energy's electric generation is included in the scope of this goal.This target equates to a reduction from 138 million metric tons of CO2 in 2005 to 69 million metric tons of CO2 in 2030.  As of 2021, our generation fleet emitted 77 million metric tons of CO2, representing a 44% reduction.",18,89,2019,Underway,11,absolute,,0
5272,009846,EDISON INTERNATIONAL,2011,,,,,,,,,,,,,,,absolute,,0
5272,009846,EDISON INTERNATIONAL,2011,,,,,,,,,,,,,,,intensity,,0
5653,007366,ENTERGY CORP,2021,Int 1,Scope 1,100,50,2000,0,2030,"Yes, we consider this a science-based target, but it has not been approved by the Science Based Targets initiative","Entergy aims to achieve a 50 percent reduction in emission intensity from Entergy utility-owned plants (pounds of CO2 per megawatt hour) from our 2000 level, even while demand for electricity in our service territory is expected to increase. As our two-degree scenario analysis indicates, this intensity reduction is likely to produce about a 28 percent absolute emission reduction in 2030 from the 2000 baseline. The target year for this intensity goal is 2030.",66,74,2001,Underway,29,intensity,Metric tons CO2e per megawatt hour (MWh),0
5653,007366,ENTERGY CORP,2022,Int 1,Scope 1,100,50,2000,0,2030,"No, and we do not anticipate setting one in the next 2 years","Entergy aims to achieve a 50 percent reduction in emission intensity from Entergy utility-owned plants (pounds of CO2 per megawatt hour) from our 2000 level, even while demand for electricity in our service territory is expected to increase. As our two-degree scenario analysis indicates, this intensity reduction is likely to produce about a 28 percent absolute emission reduction in 2030 from the 2000 baseline. The target year for this intensity goal is 2030.We've evaluated and will continue to evaluate SBTi as an option for validating our climate targeting as science-based. Although we do not currently have plans to validate our target through SBTi, we consistently monitor the option as a valid pathway.",18,73,2019,Underway,11,intensity,Metric tons CO2e per megawatt hour (MWh),0
5653,007366,ENTERGY CORP,2013,1st,Scope 1,63,0,2000,48260000,2006,,"2001 - 2006. Entergy's first voluntary commitment was to stabilize direct CO2 emissions from owned power plants at year 2000 levels through 2005. The company completed this commitment at 23% below year 2000 levels while increasing power production by 21% in the same time period. Entergy was cumulatively 57 million metric tons below its CO2 stabilization commitment and six percent below 1990 levels. Additionally, Entergy has secured a significant portfolio of carbon offsets (see www.americancarbonregistry.org for details)",100,100,,,,absolute,,0
5653,007366,ENTERGY CORP,2011,1ST,Scope 1,63,0,2000,48260000,2005,,2001 to 2005:  Entergy's first commitment was to stabilize direct CO2 emissions from power plants at year 2000 levels from 2001 to 2005. We completed this commitment at 23% below year 2000 levels while increasing power production by 21% from 2001 to 2005. Entergy was cumulatively 62 million short tons below its CO2 stabilization commitment and six percent below 1990 levels.,100,100,,,,absolute,,0
5653,007366,ENTERGY CORP,2020,Abs 1,Scope 1+2 (location-based) +3 (upstream & downstream),97,20,2000,48262228,2020,"No, but we are reporting another target that is science-based","Entergy is committed to reducing our environmental footprint. In 2001, Entergy was the first U.S. utility to cap CO2 emissions voluntarily. The commitment was to stabilize emissions at 2000 levels through 2005. After beating that target by over 20 percent, the company renewed and strengthened this commitment twice, while expanding it to include power purchases from which we could reasonably determine a CO2 emission rate. The company's commitment through 2020 is to stabilize CO2 cumulative emissions from company-owned power plants and controllable power purchases at 20 percent below year 2000 levels through 2020. In April 2019, Entergy announced it was intensifying efforts even further by setting a new climate goal to reduce our CO2 emission rate to 50% below 2000 levels by 2030. The new goal was set based on the 2019 climate scenario analysis (https://www.entergy.com/userfiles/content/environment/docs/EntergyClimateScenarioAnalysis.pdf) and means that for every unit of electricity we generate in 2030, we will emit half the CO2 we did in 2000.",95,143,2001,Achieved,19,absolute,,0
5653,007366,ENTERGY CORP,2021,Abs 2,Scope 1+2 (location-based) +3 (upstream & downstream),100,100,2000,49960899,2050,"Yes, we consider this a science-based target, but it has not been approved by the Science-Based Targets initiative","In 2020, Entergy committed to achieving net-zero emissions by 2050 for all businesses, all scopes, and all gases. Entergy will continue to transform its generation portfolio to cleaner, low and zero-carbon resources.  This transformation will result in a lower emission rate as conceived by our 2030 climate analysis and goal.  It also will result in reducing absolute emissions as additional low- and zero-carbon generation technologies are integrated into our system over the next three decades.  Regarding Entergy's gas business, local distribution company operations represented only 0.1% of our direct emissions (fugitive losses - scope 1) and 2.4% of our indirect emissions (customer combustion - scope 3) in 2020. These categories are part of our net-zero commitment, and we will work to minimize these emissions through efforts to decarbonize the gas fuel supply, replace older supply piping and partner with customers on energy efficiency and beneficial electrification.  Additionally, we will continue to engage our gas suppliers to reduce upstream emissions. All of these actions will minimize the full lifecycle emissions associated with these operations.",0,26,2020,New,30,absolute,,0
5653,007366,ENTERGY CORP,2013,3rd,Scope 1+2+3,84,20,2000,48260000,2020,,"2011 to 2020. In 2011, after completing two five year commitments, Entergy made a 10-year commitment to stabilize our cumulative CO2 emissions at 20 percent below year 2000 levels through 2020, taking into account all three commitment periods.",20,22,,,,absolute,,0
5653,007366,ENTERGY CORP,2015,Abs3,Scope 1+2+3,84,20,2000,48260000,2020,,"2011 to 2020. In 2011, after completing two five year commitments, Entergy made a 10-year commitment to stabilize our cumulative CO2 emissions at 20 
percent below year 2000 levels through 2020, taking into account all three commitment periods.",44,47,,,,absolute,,0
5653,007366,ENTERGY CORP,2012,2ND,Scope 1+2+3,84,20,2000,48260000,2010,,"2006 to 2010:  Entergy's second voluntary commitment expanded the scope and length of the overall goal.  In 2006, Entergy committed to stabilizing direct CO2 emissions from its owned power plants AND controllable power purchases at 20% below year 2000 levels.  Entergy beat this commitment on a cumulative basis by more than three percent.  

Additionally, Entergy has secured a significant portfolio of carbon offsets (see www.americancarbonregistry.org for details).",100,100,,,,absolute,,0
5653,007366,ENTERGY CORP,2013,2nd,Scope 1+2+3,84,20,2000,48260000,2010,,"2006 to 2010. Entergy's second commitment expanded the scope and length of the overall goal. In 2006, Entergy committed to stabilizing direct CO2 emissions from its owned power plants and controllable purchases at 20% below 2000 levels. Entergy beat this commitment on a cumulative basis by more than 3 percent. Additionally, Entergy secured a significant portfolio of carbon offsets (see www.americancarbonregistry.org for details)",100,100,,,,absolute,,0
5653,007366,ENTERGY CORP,2015,Abs2,Scope 1+2+3,84,20,2000,48260000,2010,,"2006 to 2010. Entergy's second commitment expanded the scope and length of 
the overall goal. In 2006, Entergy committed to stabilizing direct CO2 emissions from its owned power plants and controllable purchases at 20% below 2000 levels. Entergy beat this commitment on a cumulative basis by more than 3 percent.",100,97,,,,absolute,,0
5653,007366,ENTERGY CORP,2015,Abs1,Scope 1,63,0,2000,48260000,2005,,"2001 - 2005. Entergy's first voluntary commitment was to stabilize direct CO2 
emissions from owned power plants at year 2000 levels through 2005. The company completed this commitment at 23% below year 2000 levels while 
increasing power production by 21% in the same time period. Entergy was cumulatively 57 million metric tons below its CO2 stabilization commitment and six percent below 1990 levels.",100,77,,,,absolute,,0
5653,007366,ENTERGY CORP,2011,2ND,Scope 1+2+3,84,20,2000,48260000,2010,,"2006 to 2010: Entergy's second commitment expanded the scope and length of the overall goal.  In 2006, Entergy committed to stabilizing CO2 emissions from its owned power plants AND controllable power purchases at 20% below year 2000 levels.  Entergy exceeded this commitment on a cumulative basis by 3%.",100,100,,,,absolute,,0
5653,007366,ENTERGY CORP,2012,1ST,Scope 1,63,0,2000,48260000,2005,,"2001 to 2005: Entergy's first voluntary commitment was to stabilize direct CO2 emissions from owned power plants at year 2000 levels through 2005.  The company completed this commitment at 23% below year 2000 levels while increasing power production by 21% in the same time period.  Entergy was cumulatively 62 million short tons below its CO2 stabilization commitment and six percent below 1990 levels.

Additionally, Entergy has secured a significant portfolio of carbon offsets (see www.americancarbonregistry.org for details).",100,100,,,,absolute,,0
5653,007366,ENTERGY CORP,2020,Int 1,Scope 1,100,50,2000,0,2030,"No, but we are reporting another target that is science-based","Entergy aims to achieve a 50 percent reduction in emission intensity from Entergy utility-owned plants (pounds of CO2 per megawatt hour) from our 2000 level, even while demand for electricity in our service territory is expected to increase. As our two-degree scenario analysis indicates, this intensity reduction is likely to produce about a 28 percent absolute emission reduction in 2030 from the 2000 baseline. The target year for this intensity goal is 2030.",62,89,2001,Underway,29,intensity,Metric tons CO2e per megawatt hour (MWh),0
5653,007366,ENTERGY CORP,2014,Abs1,Scope 1,63,0,2000,48260000,2006,,"2001 - 2005. Entergy's first voluntary commitment was to stabilize direct CO2 emissions from owned power plants at year 2000 levels through 2005. The company completed this commitment at 23% below year 2000 levels while increasing power production by 21% in the same time period. Entergy was cumulatively 57 million metric tons below its CO2 stabilization commitment and six percent below 1990 levels. Additionally, Entergy has secured a significant portfolio of carbon offsets (see www.americancarbonregistry.org for details)",100,77,,,,absolute,,0
5653,007366,ENTERGY CORP,2022,Abs 1,Scope 1; Scope 2; Scope 3,100,100,2000,69181333,2050,"No, and we do not anticipate setting one in the next 2 years","In 2020, Entergy committed to achieving net-zero emissions by 2050 for all businesses, all scopes, and all gases. Entergy will continue to transform its generation portfolio to cleaner, low and zero-carbon resources. This transformation will result in a lower emission rate as conceived by our 2030 climate analysis and goal. It also will result in reducing absolute emissions as additional low- and zero-carbon generation technologies are integrated into our system over the next three decades.  Regarding Entergy's gas business, local distribution company operations represented only 0.1% of our direct emissions (fugitive losses - scope 1) and 1.6% of our indirect emissions (customer combustion - scope 3) in 2021. These categories are part of our net-zero commitment, and we will work to minimize these emissions through efforts to decarbonize the gas fuel supply, replace older supply piping and partner with customers on energy efficiency and beneficial electrification. Additionally, we will continue to engage our gas suppliers to reduce upstream emissions. All of these actions will minimize the full lifecycle emissions associated with these operations. This goal is outlined in Entergy's 2020 Climate Report Addendum. (https://cdn.entergy.com/userfiles/content/environment/docs/ClimateReportAddendum_2020.pdf)We've evaluated and will continue to evaluate SBTi as an option for validating our climate targeting as science-based. Although we do not currently have plans to validate our target through SBTi, we consistently monitor the option as a valid pathway.",3,26,2020,Underway,30,absolute,,0
